,r_cc,r_oc,rav,rvol,bvol,rvol_m,rvol_p,ivol,jvol,sjv,sjv_p,sjv_m,rs,rk
2001-02-01,0.01528838544207816,0.01484322873957024,0.016562690753758103,0.02011548634845905,0.02000479897857221,0.014101207139840742,0.014345338902735842,0.02011548634845905,0.0,0.00024413176289509939,0.00024413176289509939,0.0,-0.16769116785234445,8.82685441475586
2001-02-02,-0.03357650943622675,-0.02211001114561034,0.014862848613752162,0.01818346234317669,0.018126497552981766,0.013385903527796832,0.012306741629295742,0.01818346234317669,0.0,-0.0010791618985010899,-0.0,-0.0010791618985010899,-0.15892651410232897,8.999232995759238
2001-02-05,0.01882228826235824,0.02683544350526898,0.0128795262312774,0.016035397936450205,0.014973322366159914,0.009964668535313862,0.012563413865730818,0.014973322366159914,0.0010620755702902916,0.0025987453304169555,0.0025987453304169555,0.0,0.8821865223194191,9.556186558990749
2001-02-06,0.0162877957980141,0.01842616699641581,0.013011723592010731,0.015349454913419842,0.014395843114462313,0.010665620224442146,0.011038582851393532,0.014395843114462313,0.0009536117989575287,0.0003729626269513859,0.0003729626269513859,0.0,-0.056369201011091205,6.632884455453395
2001-02-07,0.02341034194109199,0.0313666027294807,0.014926721044221913,0.017138950156390532,0.01661718313924082,0.011374382956478992,0.012820570378208575,0.017138950156390532,0.0,0.0014461874217295834,0.0014461874217295834,0.0,0.1420738617693738,5.772886391113208
2001-02-08,-0.024856220344888616,-0.024856220344888616,0.013578352557068902,0.015620005516070287,0.014503453480116418,0.01249587003260065,0.009372182480640201,0.014503453480116418,0.0011165520359538682,-0.0031236875519604496,-0.0,-0.0031236875519604496,-0.9718639016955143,5.985375284681421
2001-02-09,-0.014619433134061067,-0.014487885919383763,0.014850255236263064,0.016117396796613923,0.015464240054227479,0.012004081713305642,0.010755115142097815,0.016117396796613923,0.0,-0.0012489665712078265,-0.0,-0.0012489665712078265,-0.22375399529266804,4.6610941265320305
2001-02-12,0.022023881217516677,0.03713119532538046,0.014296798613325952,0.016359148721289934,0.01632325522763653,0.009840984716558494,0.013068158504309023,0.016359148721289934,0.0,0.0032271737877505296,0.0032271737877505296,0.0,0.8153357974154046,5.6838898500101465
2001-02-13,-0.01585855153766194,-0.009374449744655268,0.01619071449984809,0.019490255570185622,0.0165772410270677,0.014129323109869784,0.01342506203516583,0.0165772410270677,0.002913014543117924,-0.0007042610747039543,-0.0,-0.0007042610747039543,-0.2754051412041684,12.86646398874278
2001-02-14,0.016880812999343228,0.00991859222640876,0.017204869479131864,0.019897780803450987,0.019323477616552495,0.014294952089062625,0.013841099149763617,0.019897780803450987,0.0,-0.00045385293929900775,-0.0,-0.00045385293929900775,-0.12874044370140827,6.634123067520203
2001-02-15,0.015830554676771465,0.0002996126458949382,0.009748047994560593,0.011455888570782786,0.010512571525289276,0.0079072175118675,0.00828934823530823,0.010512571525289276,0.0009433170454935108,0.00038213072344073055,0.00038213072344073055,0.0,0.6633578913993939,9.98529720571718
2001-02-16,-0.015526253155089334,0.004399632475307302,0.011493872458854183,0.013459401418109855,0.013640594601658163,0.008762595347644682,0.010216281579285747,0.013459401418109855,0.0,0.0014536862316410649,0.0014536862316410649,0.0,0.5854065986697625,6.289275227937012
2001-02-20,-0.031750100413381964,-0.0273941236689876,0.015678273775165674,0.017596373340642447,0.016547344387437976,0.013481130850012705,0.01130891090017548,0.016547344387437976,0.0010490289532044707,-0.0021722199498372258,-0.0,-0.0021722199498372258,-0.4647128189499882,4.635436759999581
2001-02-21,-0.034833366723655335,-0.017682460992287874,0.02239103671179476,0.02389612906075129,0.02343820835044371,0.01678962961578877,0.01700392076706755,0.02389612906075129,0.0,0.00021429115127877957,0.00021429115127877957,0.0,0.3884958616245193,5.38970358343656
2001-02-22,0.011731152454677337,0.022661754557516168,0.03318908766612555,0.0381250865519048,0.0366648579790274,0.025202967024473107,0.028606514603382798,0.0381250865519048,0.0,0.003403547578909691,0.003403547578909691,0.0,0.39957130341881625,5.893953658091742
2001-02-23,-0.04734027678639934,-0.03328354188824656,0.03197383216393569,0.03531104789333352,0.03594343055836889,0.024180609334274406,0.025732629782991394,0.03531104789333352,0.0,0.0015520204487169884,0.0015520204487169884,0.0,0.9551519870702642,10.549978504769134
2001-02-26,0.011202185218511239,-0.0073044957895151115,0.021446893785633754,0.023355087148293097,0.022776719319963647,0.015671226599406726,0.01731683436931854,0.023355087148293097,0.0,0.0016456077699118152,0.0016456077699118152,0.0,0.44952090064294065,4.550815672721571
2001-02-27,-0.023700531315364485,-0.022032951063762924,0.020068093757949206,0.021888274432512234,0.021730456498835163,0.01570801628535998,0.015243188052760946,0.021888274432512234,0.0,-0.00046482823259903425,-0.0,-0.00046482823259903425,0.0707792260865008,4.970074989444245
2001-02-28,-0.02707675297098569,-0.0302403114461784,0.02781037182732101,0.029666269691764974,0.028898875098408393,0.020556461220884916,0.02138970452107245,0.029666269691764974,0.0,0.0008332433001875354,0.0008332433001875354,0.0,0.3574625290214779,4.736096650884492
2001-03-01,0.062043675645919345,0.06771937334521083,0.028568464711457197,0.03357357647883275,0.03188987412986982,0.021870460934529216,0.025472887078053504,0.03188987412986982,0.0016837023489629302,0.0036024261435242885,0.0036024261435242885,0.0,0.1991378108012823,7.202201200888221
2001-03-02,-0.03770049852533709,-0.015135633853205306,0.034959748945393276,0.03687115613058465,0.036006672209425855,0.027321323654775735,0.02475939070649648,0.03687115613058465,0.0,-0.0025619329482792566,-0.0,-0.0025619329482792566,-0.38682912275059345,4.076710967174963
2001-03-05,0.025195598933335568,0.019347059014532576,0.01992090994557634,0.024704339129226874,0.023441529565382,0.016072851273339177,0.01876080551993887,0.023441529565382,0.0012628095638448737,0.002687954246599695,0.002687954246599695,0.0,1.257468400136837,17.68035300847947
2001-03-06,0.009959769312056449,-0.0028275230902182085,0.01595369221155176,0.01778379187657866,0.016934932752164625,0.0130528412231969,0.012078352102479758,0.01778379187657866,0.0,-0.0009744891207171414,-0.0,-0.0009744891207171414,-0.14759176503906665,5.758990079154784
2001-03-07,0.013825644946750953,0.00032586179093375706,0.01623673021402213,0.017885640566836315,0.017023528359025285,0.013070186001534433,0.012209274195108973,0.017885640566836315,0.0,-0.0008609118064254601,-0.0,-0.0008609118064254601,-0.19798269943124477,4.7903101557680206
2001-03-08,-0.009963363286239802,-0.007633446109221833,0.017460129223605222,0.01943085836304926,0.01853789202906084,0.013587883427769003,0.01388984091623234,0.01943085836304926,0.0,0.00030195748846333775,0.00030195748846333775,0.0,0.16806968489541801,4.756715908266967
2001-03-09,-0.0688854254784673,-0.05573045415135453,0.027390282824863044,0.030779624558227518,0.029413700844361998,0.023437565580239492,0.01995158659398835,0.030779624558227518,0.0,-0.003485978986251144,-0.0,-0.003485978986251144,-0.3000677858775517,5.3243875097267015
2001-03-12,-0.03913207888640994,-0.025134487526522937,0.03379990847797387,0.03526783548702417,0.036403548518954054,0.025312920479787365,0.02455761138066492,0.03526783548702417,0.0,-0.0007553090991224455,-0.0,-0.0007553090991224455,0.0159565480975755,3.9805361716299457
2001-03-13,0.029669642691914213,0.033605312768231595,0.031930667292072536,0.036405646472361705,0.03365998360967816,0.024742238831360713,0.026705668175173784,0.03365998360967816,0.0027456628626835455,0.001963429343813071,0.001963429343813071,0.0,0.24366765842621463,6.4823881191616834
2001-03-14,-0.03518392812447596,-0.01177931584426703,0.03459607056570883,0.0383689708881527,0.03874783138980061,0.027723805120239326,0.026524866760662562,0.0383689708881527,0.0,-0.0011989383595767643,-0.0,-0.0011989383595767643,-0.2932635019354377,6.124621479365845
2001-03-15,0.005357155669242586,-0.006526245525105494,0.02050590036728464,0.023069238928706996,0.022781156388432536,0.015609809349356685,0.016985983540157647,0.023069238928706996,0.0,0.0013761741908009627,0.0013761741908009627,0.0,0.4316318515434316,5.67898764595159
2001-03-16,-0.05878970790395474,-0.0418858137757685,0.02805428609313638,0.030248733441492474,0.029290649131058666,0.023004553756743464,0.019641190933025545,0.030248733441492474,0.0,-0.0033633628237179185,-0.0,-0.0033633628237179185,-0.40775871217870496,4.180501930765917
2001-03-19,0.026748648739648294,0.017349043981295897,0.021599343597752136,0.025693765109730204,0.024077617518572562,0.018324032812805632,0.018011090666287047,0.024077617518572562,0.001616147591157642,-0.00031294214651858554,-0.0,-0.00031294214651858554,-0.20724339376361625,9.023198169587435
2001-03-20,-0.04706360101887567,-0.037717230748739956,0.021764762409184804,0.028535779278985318,0.028098454374515674,0.02234236087363183,0.017751326982830714,0.028535779278985318,0.0,-0.004591033890801115,-0.0,-0.004591033890801115,-0.9918541868043056,11.86661213734862
2001-03-21,0.00841171301911,0.005524564476755962,0.027775296669948574,0.030653820671141772,0.029074349850120404,0.02116681170818319,0.022172568724638943,0.029074349850120404,0.0015794708210213684,0.001005757016455753,0.001005757016455753,0.0,0.09400345339189589,5.156143808838789
2001-03-22,0.0025826750642377323,0.00022431583763857726,0.036482859934668536,0.038773375626889574,0.037870559708643656,0.027225888617174662,0.02760662323626478,0.038773375626889574,0.0,0.0003807346190901166,0.0003807346190901166,0.0,0.118645252317253,4.540582872788654
2001-03-23,0.0486459669073278,0.020668247791696986,0.028672028293226237,0.031550798516121754,0.031158514163191396,0.021422926089998993,0.023162709788523264,0.031550798516121754,0.0,0.0017397836985242714,0.0017397836985242714,0.0,0.15692678529558557,4.986180421425916
2001-03-26,0.01463363158238748,-0.001893043632057626,0.01825218734856895,0.02005128160057365,0.019360308565791365,0.013896209432271328,0.014455077213213232,0.02005128160057365,0.0,0.0005588677809419042,0.0005588677809419042,0.0,0.18044738622462708,4.290620686339025
2001-03-27,0.04593129465008914,0.05656715965438244,0.023764189100688983,0.026133253020501717,0.024508480795427293,0.016679962309920117,0.020117797363856885,0.024508480795427293,0.0016247722250744244,0.0034378350539367684,0.0034378350539367684,0.0,0.4048163449382521,4.763895883677407
2001-03-28,-0.052214480135137464,-0.036456547603835425,0.021137250376245253,0.023083506340928657,0.02245111615538705,0.017060590953802197,0.015549421252854922,0.023083506340928657,0.0,-0.0015111697009472756,-0.0,-0.0015111697009472756,-0.018772293483892737,5.152313176316466
2001-03-29,0.006651558071768756,0.005963235697942637,0.025733058607308203,0.02857939450573076,0.027669935988272925,0.019342092987635243,0.021039610955810566,0.02857939450573076,0.0,0.0016975179681753237,0.0016975179681753237,0.0,0.2751613715112365,5.237177122569606
2001-03-30,0.011976817415135049,-0.003373559706581301,0.02130964994294051,0.023919420403303245,0.023286213588816124,0.01614050573375944,0.017652839632434157,0.023919420403303245,0.0,0.0015123338986747156,0.0015123338986747156,0.0,0.4635931630425417,7.671146724409174
2001-04-02,-0.01603639858017617,-0.02910375390340405,0.022488665360896904,0.024048573248613463,0.02349676275621029,0.01813917228193182,0.015789373142095393,0.024048573248613463,0.0,-0.002349799139836427,-0.0,-0.002349799139836427,-0.33874974064795704,4.324580459844774
2001-04-03,-0.04605472563136502,-0.045156229230970325,0.023244987469365527,0.025246370883874547,0.02475135709989277,0.019211203355624804,0.016380137619537233,0.025246370883874547,0.0,-0.00283106573608757,-0.0,-0.00283106573608757,-0.23125826447603512,4.771841298824068
2001-04-04,0.017221002524126686,0.016502115109640364,0.02335736650943199,0.026273676896737756,0.024679042005278498,0.01719231997939079,0.019867818989522,0.024679042005278498,0.0015946348914592581,0.0026754990101312097,0.0026754990101312097,0.0,0.4896390390260101,5.227084961456297
2001-04-05,0.06550320167896201,0.024957467380188898,0.01628761501075559,0.01917999171735622,0.01788411906968257,0.01185588682229485,0.015076804367464223,0.01788411906968257,0.0012958726476736508,0.0032209175451693734,0.0032209175451693734,0.0,1.113688681196977,12.471847631608478
2001-04-06,-0.0031113743189392956,-0.0011232514200503363,0.0278155804382315,0.030777027530054953,0.03003446971174282,0.022353868237186977,0.021154904831273615,0.030777027530054953,0.0,-0.0011989634059133628,-0.0,-0.0011989634059133628,-0.28946077615987686,5.467118474041601
2001-04-09,-0.016482474609994486,-0.022594029155996852,0.020635207664458647,0.02245346627474947,0.021542627062876445,0.016057901767751476,0.015694009639622246,0.02245346627474947,0.0,-0.0003638921281292305,-0.0,-0.0003638921281292305,0.09063324029281482,4.620676562916673
2001-04-10,0.025129527471740305,0.01762722866933023,0.016956610142561467,0.018630241347401696,0.017808658078688453,0.01276464405080737,0.01357017888307385,0.018630241347401696,0.0,0.0008055348322664798,0.0008055348322664798,0.0,0.1214498831207338,4.424383733710122
2001-04-11,-0.012639687158291196,-0.0403602784674201,0.02732562784955843,0.030352519412198454,0.028007890427269106,0.022921860638904657,0.019896324774151562,0.028007890427269106,0.002344628984929348,-0.003025535864753095,-0.0,-0.003025535864753095,-0.5864731875403659,7.032184357997346
2001-04-12,-0.012905403147334757,-0.0012461707827966298,0.019980858711195804,0.023653911436787477,0.022175646570911527,0.01671214722740633,0.016739523927187416,0.022175646570911527,0.0014782648658759508,2.737669978108634e-05,2.737669978108634e-05,0.0,0.09411985061200488,8.668901221761601
2001-04-16,0.004613438968195083,0.005445083072471573,0.024961605546869596,0.027598453360772084,0.026974656936253553,0.020905225983570898,0.01801793979572981,0.027598453360772084,0.0,-0.0028872861878410892,-0.0,-0.0028872861878410892,-0.7652739096701381,5.651236589202742
2001-04-17,0.027494017139213622,0.01648737410902083,0.020413515859400273,0.02283751628061592,0.021628782538773664,0.015709789856111513,0.016575724796949708,0.021628782538773664,0.0012087337418422578,0.0008659349408381943,0.0008659349408381943,0.0,0.1277194464337092,7.1525297040501465
2001-04-18,0.06599971722136182,0.03552541551094892,0.025006558722322568,0.04502567097409472,0.027581841006180916,0.020689812887538402,0.03999053249640577,0.027581841006180916,0.017443829967913802,0.01930071960886737,0.01930071960886737,0.0,9.393924480719182,148.09162074636686
2001-04-19,0.07698371910805572,0.020265010672575367,0.02270891802148723,0.026014976840033666,0.026305327709079278,0.017972307575415805,0.01880891225994051,0.026014976840033666,0.0,0.0008366046845247055,0.0008366046845247055,0.0,-0.06915256928514664,7.132383078635656
2001-04-20,0.0020040959960004718,0.004624184831123921,0.016530655196271834,0.01875814515582267,0.017967621550343704,0.012496287021441474,0.013989668343626565,0.01875814515582267,0.0,0.0014933813221850913,0.0014933813221850913,0.0,0.5693628895015926,7.053599637866056
2001-04-23,-0.023248669505708426,-0.015646728051422764,0.014776746518557666,0.016807631224656366,0.01645306792824005,0.012447692472680499,0.01129386645439094,0.016807631224656366,0.0,-0.0011538260182895593,-0.0,-0.0011538260182895593,-0.3195351506317644,6.950270561903385
2001-04-24,0.004932576046181346,-0.004467156193573749,0.015118913586888081,0.016892178122120828,0.017028925628963194,0.011944885637655287,0.011944261752523427,0.016892178122120828,0.0,-6.238851318601107e-07,-0.0,-6.238851318601107e-07,0.06626326346764463,5.237384765491354
2001-04-25,0.017663025103599548,0.024780809502556844,0.014821932239074716,0.016503438020774173,0.016400025224802012,0.010985124271720648,0.012316270183801123,0.016503438020774173,0.0,0.0013311459120804742,0.0013311459120804742,0.0,0.19140128345308607,4.4415432671263
2001-04-26,-0.009407818747633322,-0.01032199507318918,0.01572773043003465,0.018145035050357017,0.017476940343209887,0.01290164450331679,0.012758913201708069,0.018145035050357017,0.0,-0.00014273130160872075,-0.0,-0.00014273130160872075,0.09292520725291818,5.974906649870574
2001-04-27,0.02135653010922288,-0.004851148243430503,0.012385464870261395,0.0144018482387229,0.013899055786229558,0.010886267139259567,0.009428808008644747,0.0144018482387229,0.0,-0.0014574591306148205,-0.0,-0.0014574591306148205,-0.5946199509549187,6.034853144316805
2001-04-30,-0.009338993034716482,-0.011187780026477835,0.014662018911939972,0.015920562803157595,0.016025573980844178,0.011882385780177326,0.010595906197221871,0.015920562803157595,0.0,-0.0012864795829554548,-0.0,-0.0012864795829554548,-0.34143530383556103,4.863950760422978
2001-05-01,0.029279153517322427,0.024101667216114783,0.015545550208427293,0.017817239120443525,0.016698266251517355,0.011829365747926108,0.013323667508492395,0.016698266251517355,0.00111897286892617,0.001494301760566287,0.001494301760566287,0.0,0.6812486818896112,9.200176209246335
2001-05-02,-0.028801443044206954,-0.02673222924030138,0.019489836884008554,0.021440590006819978,0.02157530396921856,0.015874232005800296,0.014412066405154215,0.021440590006819978,0.0,-0.0014621656006460811,-0.0,-0.0014621656006460811,-0.15152100119782133,4.409854286542649
2001-05-03,-0.011923881748098353,-0.006918321665556011,0.015482436146441356,0.017570808696585134,0.01731345016401186,0.013450933741751723,0.0113051182977887,0.017570808696585134,0.0,-0.002145815443963023,-0.0,-0.002145815443963023,-0.9622924443922504,7.954639041764852
2001-05-04,0.015823873691353494,0.03212545284392826,0.019256930174215706,0.02112820518989776,0.020449386402761692,0.013742668819372656,0.016048056214615716,0.02112820518989776,0.0,0.0023053873952430595,0.0023053873952430595,0.0,0.44657073892379134,5.70581924383992
2001-05-07,0.0007781765124004159,-0.003666562934371808,0.015160353349549184,0.016708700668497174,0.015742351425964186,0.011924403023385991,0.011704242417401523,0.015742351425964186,0.0009663492425329885,-0.00022016060598446796,-0.0,-0.00022016060598446796,-0.1550619450508712,6.291852464232603
2001-05-08,0.016500963705912825,0.003833054096773811,0.01265588989966538,0.013233033624326583,0.013462368861063128,0.009541525970919907,0.009169103612066933,0.013233033624326583,0.0,-0.0003724223588529741,-0.0,-0.0003724223588529741,-0.25626107367496903,3.820853174965109
2001-05-09,-0.006482175454612654,0.006093916378003104,0.015617383119937286,0.016164646310011875,0.01604781909200197,0.011532394982873818,0.011326943819352476,0.016164646310011875,0.0,-0.0002054511635213429,-0.0,-0.0002054511635213429,-0.1747278642840584,3.751681873113339
2001-05-10,-0.013655470759664404,-0.027338016162385268,0.012394266937752488,0.013751104021483055,0.013627710499687867,0.010477688995320441,0.008905666461696639,0.013751104021483055,0.0,-0.0015720225336238024,-0.0,-0.0015720225336238024,-0.029011369232003478,7.8029696124938885
2001-05-11,-0.03199497340509975,-0.017138456163119535,0.012461996207557767,0.013738205965824599,0.01329034917173587,0.010161654320409892,0.009245489961700966,0.013738205965824599,0.0,-0.000916164358708926,-0.0,-0.000916164358708926,-0.24422105919594492,5.06520054975174
2001-05-14,0.007139700119157718,0.010953501713219151,0.0113032194474969,0.012345037132218843,0.012381892513105308,0.00775519040308334,0.009605048860249802,0.012345037132218843,0.0,0.001849858457166462,0.001849858457166462,0.0,0.7348440948689702,4.809803927438437
2001-05-15,0.007133235093606565,-0.0021609234225261494,0.012588375538319143,0.01702712706310163,0.017048666163043277,0.012511566467909173,0.011549188739565166,0.01702712706310163,0.0,-0.000962377728344007,-0.0,-0.000962377728344007,-0.5839499145362465,11.753026906351938
2001-05-16,0.020580544188299084,0.027669316064095013,0.012781425329086247,0.014324498519149345,0.013920428170819723,0.008291551975475374,0.011680814340751335,0.014324498519149345,0.0,0.003389262365275961,0.003389262365275961,0.0,1.1611761040276618,6.275988638097413
2001-05-17,-0.004117104777647724,-0.005759212229312264,0.014175673958144808,0.015638548879418013,0.014808098782169413,0.011022759895371326,0.011093375290818401,0.014808098782169413,0.0008304500972485997,7.06153954470757e-05,7.06153954470757e-05,0.0,0.19600891805091958,6.749699571779921
2001-05-18,0.019311182220605873,0.020049718648813556,0.010538980904879935,0.012157448230323834,0.012224396557712947,0.007882523069754387,0.00925577536070285,0.012157448230323834,0.0,0.0013732522909484634,0.0013732522909484634,0.0,0.5463038620512788,6.613203467030395
2001-05-21,0.012992417043472131,0.008911472763893319,0.011489297388115922,0.012583108438324735,0.011952476191750695,0.00863510065700025,0.009152576392148445,0.012583108438324735,0.0,0.0005174757351481939,0.0005174757351481939,0.0,0.15979373723131046,6.219642304275372
2001-05-22,-0.007724327707995806,-0.013886189888717648,0.009069658734685005,0.010319122815090625,0.00976963929821489,0.00770815220702842,0.006860662156541943,0.00976963929821489,0.0005494835168757348,-0.0008474900504864772,-0.0,-0.0008474900504864772,-0.1897972612780839,7.351672174741837
2001-05-23,-0.003820849479586322,-0.0019547025303461906,0.012398084235569026,0.013749070859903942,0.013371988798771309,0.010040466925712047,0.009392868221387025,0.013749070859903942,0.0,-0.0006475987043250211,-0.0,-0.0006475987043250211,-0.21469929233842727,6.083605200188994
2001-05-24,0.01603409878573991,0.004657123103957962,0.012491718409017034,0.01454576080804284,0.013874608452407218,0.010550351125489726,0.010013453381010597,0.013874608452407218,0.0006711523556356229,-0.0005368977444791291,-0.0,-0.0005368977444791291,-0.699999749521988,11.356406708561488
2001-05-25,-0.013018658306686989,-0.013562671041632099,0.008357827755446044,0.009897164586450614,0.009738294644782658,0.007707664374785833,0.006208524521732154,0.009897164586450614,0.0,-0.001499139853053679,-0.0,-0.001499139853053679,-0.7805881545699176,6.852411944535271
2001-05-29,-0.022645390213572113,-0.017756652183973123,0.011141790612478579,0.012864184188012027,0.012257124900179708,0.009649172767805024,0.008507684744990775,0.012257124900179708,0.0006070592878323188,-0.0011414880228142483,-0.0,-0.0011414880228142483,-0.20188026748415672,8.07348126422534
2001-05-30,-0.022149542598130234,-0.010060979756407736,0.010347360580691991,0.011907303253791982,0.011751455441409117,0.008673457330361008,0.00815812531873421,0.011907303253791982,0.0,-0.0005153320116267988,-0.0,-0.0005153320116267988,-0.14893875832361483,5.616349889869502
2001-05-31,-0.008059711891195505,-0.006905950946700623,0.0120309046363572,0.013592339302628029,0.013226713716103278,0.009269897951719359,0.009940859101831977,0.013592339302628029,0.0,0.000670961150112618,0.000670961150112618,0.0,0.5217910202163194,6.522047429169167
2001-06-01,0.0100092029826984,0.0043027990176961895,0.011221920235129112,0.013034291213488262,0.012506424616338345,0.009276028881746914,0.009156857300570668,0.012506424616338345,0.0005278665971499164,-0.00011917158117624553,-0.0,-0.00011917158117624553,0.05414736201160586,6.387646211779025
2001-06-04,0.00512142399764807,0.002557433379436629,0.010668332885148981,0.011448313974824455,0.010869934559317734,0.008102295966924399,0.008088058662653328,0.011448313974824455,0.0,-1.4237304271070422e-05,-0.0,-1.4237304271070422e-05,-0.12287189405670015,4.332327123283536
2001-06-05,0.03087307286109145,0.030124718106028802,0.010422098919402743,0.011416783728372178,0.01061015618619808,0.007157552237927701,0.008894514976195152,0.01061015618619808,0.000806627542174098,0.0017369627382674505,0.0017369627382674505,0.0,0.5023817725356352,4.925288909209878
2001-06-06,0.001749109893257571,-0.0020863944891494407,0.014803177585258799,0.016941859145920973,0.016739846035180892,0.012319258233596319,0.011630239373899225,0.016941859145920973,0.0,-0.0006890188596970943,-0.0,-0.0006890188596970943,-0.23445287506352033,6.6843324760821305
